title,authors,rating,year,month,day
Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson,4.07,1983,1,1
Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,1978,4,1
Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,2000,12,20
Guardians of the Lost (Sovereign Stone  #2),Margaret Weis/Tracy Hickman,3.78,2002,9,3
Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,2001,7,31
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.2,2003,6,20
Guide to Stress Reduction,L. John Mason,4.22,2001,5,22
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,1990,11,19
Guilty Pleasures (Anita Blake  Vampire Hunter  #1),Laurell K. Hamilton,4.02,2004,8,3
Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76,1996,10,1
Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,3.57,2005,3,10
Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,3.57,1980,3,1
Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,2003,1,30
Gulliver's Travels,Jonathan Swift/David Case,3.57,2006,10,1
Gulliver's Travels,Jonathan Swift/Robert Hardy,3.57,2001,1,1
Gulliver's Travels,Gill Harvey/Jonathan Swift,3.35,2008,1,29
Gulliver's Travels,Jonathan Swift/YKids,3.57,2007,7,1
Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,2006,3,28
Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,2005,8,1
Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,4.04,1987,5,31
Gun  With Occasional Music,Jonathan Lethem,3.77,2003,9,1
Gunnar's Daughter,Sigrid Undset/Sherrill Harbison/Arthur G. Chater,4.18,1998,4,1
Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2002,11,27
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,2005,7,11
Gunslinger,Ed Dorn,4.11,1989,8,22
Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,3.87,2003,12,29
Gunslinger and Nine Other Action-Packed Stories of the Wild West,Ed Gorman/Bill Pronzini,4.25,1995,3,1
Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,2001,1,23
Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.29,2000,3,30
H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,3.97,2008,2,2
H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,3.87,2006,4,19
H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson/Sandler/David McCallum,4.01,2000,3,1
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,2006,8,1
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,4.05,2004,5,25
Hadji Murad,Leo Tolstoy/Aylmer Maude/Louise Maude/Azar Nafisi,3.84,2003,7,8
Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,4.41,2002,10,1
Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,1990,4,1
Hairstyles of the Damned,Joe Meno,3.72,2004,9,1
Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,1998,3,10
Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,3.74,1998,11,2
Half Asleep in Frog Pajamas,Tom Robbins,3.74,2002,1,5
Half Moon Investigations,Eoin Colfer,3.77,2007,4,1
Half a Life,V.S. Naipaul,3.25,2009,4,23
Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,2006,9,12
Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,2001,9,3
Halloween,Richard Curtis,4.13,1982,9,1
Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,4.09,2001,12,31
Ham on Rye,Charles Bukowski,4.14,2014,7,29
Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,4.02,2003,9,10
Hamlet,William Shakespeare,4.02,2003,7,3
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,2001,12,1
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,2005,8,1
Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,4.02,2003,4,21
Hamlet  The Texts of 1603 and 1623,William Shakespeare/Neil Taylor,4.27,2006,3,22
Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum/William Shakespeare,3.89,2005,10,1
Hamlet in Purgatory,Stephen Greenblatt,3.94,2002,9,15
Hamlet's Dresser: A Memoir,Bob      Smith,3.74,2003,2,1
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,2015,3,24
Hana Yori Dango 2 (Boys Over Flowers  #2),Yōko Kamio/神尾葉子,4.12,2003,5,14
Hana Yori Dango 3 (Boys Over Flowers  #3),Yōko Kamio/神尾葉子,4.12,2003,6,18
Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yōko Kamio/神尾葉子,4.11,2003,3,5
Hand to Mouth: A Chronicle of Early Failure,Paul Auster,3.62,2003,8,1
Handmaid's Tale,Margaret Atwood,4.11,1994,4,14
Hands Are Not for Hitting (Ages 4-7),Martine Agassi/Marieka Heinlen,4.04,2001,2,1
Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,4.25,2000,1,1
Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,1990,2,1
Hannibal,Theodore Ayrault Dodge/Ian M. Cuthbertson,4.13,2005,7,16
Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76,2000,5,18
Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,3.83,2001,9,17
Hannibal's Children,John Maddox Roberts,3.68,2003,3,25
Hannibal: Enemy Of Rome,Leonard Cottrell,3.89,1992,8,22
Happily Ever After (Sweet Valley High  #134),Francine Pascal/Kate William,3.58,1997,8,11
Happiness,Will Ferguson,3.79,2003,6,3
Happy Are the Peace Makers (Blackie Ryan  #5),Andrew M. Greeley,3.79,1993,4,1
Happy Birthday to You!,Dr. Seuss,4.13,1959,8,12
Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,4.25,2013,6,4
Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,3.59,2006,7,4
Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.3,2003,7,1
Hard Candy,Angela Knight/Sheri Gilmore/Morgan Hawke,3.99,2005,6,30
Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,4.11,1993,3,26
Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,4.17,2003,6,16
Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,2003,6,23
Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,2003,9,15
Hard News (Rune  #3),Jeffery Deaver,3.46,2001,1,2
Hard Sell,Piers Anthony,3.38,1993,5,1
Hard Times,Charles Dickens,3.52,2003,10,19
Hard-Boiled Wonderland and the End of the World,Haruki Murakami/Alfred Birnbaum,4.15,1991,9,1
Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,3.49,2004,10,1
Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,2002,8,19
Harm's Way,Elizabeth Stewart,3.36,2005,5,27
Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,4.54,1994,10,1
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,1999,8,27
Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,4.41,2004,6,30
Harpo Speaks!,Harpo Marx/Rowland Barber,4.41,2004,7,1
Harpy Thyme (Xanth #17),Piers Anthony,3.72,1995,2,15
Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.84,2003,8,26
Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.8,2005,9,13
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,2004,12,1
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,2005,6,1
Harrison's Principles of Internal Medicine,Dennis L. Kasper/Dan L. Longo/Stephen L. Hauser/Anthony S. Fauci/Eugene Braunwald,4.35,2004,7,27
Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham,4.42,2006,12,26
Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,4.47,2003,7,7
Harrowing the Dragon,Patricia A. McKillip,3.94,2006,11,7
Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling/Mary GrandPré,4.78,2004,9,13
Harry Potter Collection (Harry Potter  #1-6),J.K. Rowling,4.73,2005,9,12
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,2001,11,1
Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,2001,3,6
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,2004,9,10
Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,2003,11,1
Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,1999,6,2
Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,4.56,2000,7,8
Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,2006,6,23
Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling/Mary GrandPré,4.57,2006,9,16
Harry Potter and the Order of the Phoenix (Harry Potter  #5),J.K. Rowling/Mary GrandPré,4.49,2004,9,1
Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,4.47,2010,7,1
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling/Mary GrandPré,4.56,2004,5,1
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,2008,7,1
Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,4.47,1999,11,12
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,4.56,2001,4,1
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling/Rufus Beck,4.56,2002,8,31
Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,4.42,2000,9,30
Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,4.42,2001,10,1
Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,2006,2,28
Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,2004,2,21
Hart's Hope,Orson Scott Card,3.47,1983,2,1
Hart's Hope,Orson Scott Card,3.47,1992,3,28
Haruki Murakami and the Music of Words,Jay Rubin,3.83,2005,1,6
Haruki Murakami and the Music of Words,Jay Rubin,3.83,2005,12,3
Harvest,Tess Gerritsen,4.11,1997,8,1
Harvesting the Heart,Jodi Picoult,3.6,1995,4,1
Hasta que te encuentre,John Irving/Carlos Milla Soler,3.63,2006,5,1
Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,2000,4,1
Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,2005,11,1
"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,4.0,1994,8,28
Haunted,Chuck Palahniuk,3.59,2006,4,11
Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,2005,5,10
Haunted,Chuck Palahniuk,3.59,2005,5,1
Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09,2005,5,31
Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Pope Osborne/Salvatore Murdocca,4.04,2004,8,10
Haussmann  or the Distinction,Paul La Farge,3.65,2002,10,2
Have Space Suit—Will Travel,Robert A. Heinlein,3.9,2005,2,8
Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer/Monica Gesue,3.96,2001,4,1
Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,4.02,1996,3,1
Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,2000,7,18
Hawaii,James A. Michener,4.2,2002,7,9
Hawkes Harbor,S.E. Hinton,3.13,2005,10,1
Hawksong (The Kiesha'ra  #1),Amelia Atwater-Rhodes,4.15,2004,9,28
Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,3.93,1999,9,1
He Came to Set the Captives Free,Rebecca  Brown,4.09,1992,7,1
He Sees You When You're Sleeping,Mary Higgins Clark/Carol Higgins Clark,3.79,2002,11,1
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt/Liz Tuccillo,3.66,2006,12,26
Head Over Heels,Jill Mansell,3.72,1999,6,10
Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Daniel Goleman,4.04,2003,1,14
Healing Therapies for Overcoming Insomnia,Peter  Van Houten/Rich McCord,3.6,2005,2,23
Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,2002,11,5
Health: The Basics (Donatelle Series),Rebecca J. Donatelle,3.58,2006,3,9
Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge/Erica Jankovich,2.62,2006,4,1
Hear the Wind Blow,Mary Downing Hahn,4.07,2003,5,19
Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis/Suzanne Arms,4.37,2004,11,1
Heart Songs and Other Stories,Annie Proulx,3.94,1995,3,17
Heart of Darkness,Joseph Conrad,3.42,2003,10,1
Heart of Darkness,Joseph Conrad,3.42,2003,5,1
Heart of Darkness,Joseph Conrad,3.42,2006,9,24
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,2003,9,25
Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,2000,12,5
Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,3.97,2003,10,3
Heat,Mike Lupica,3.98,2007,3,1
Heat,William Goldman,3.37,1986,9,1
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,2003,7,15
Heat and Dust,Ruth Prawer Jhabvala,3.55,1999,4,16
Heat and Mass Transfer,Yunus A. Cengel,4.15,2006,1,4
Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,3.86,2006,2,1
Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,4.33,1999,10,1
Heaven (Casteel  #1),V.C. Andrews,4.03,1997,4,1
Heaven's Price,Sandra Brown,3.54,1995,11,1
Heavy Water and Other Stories,Martin Amis,3.39,2000,3,14
Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,3.93,1976,11,30
Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,4.18,1988,8,1
Hegel: A Very Short Introduction,Peter Singer,3.86,2001,12,6
Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau/Chantal Mouffe,3.89,2001,5,17
Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,3.97,2004,9,1
Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,2002,11,15
Heirs of General Practice,John McPhee,4.17,1986,4,1
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,2002,6,15
Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.6,2005,3,1
Hell House,Richard Matheson,3.79,2004,7,1
Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,4.5,1991,7,1
Hell Phone,William Sleator,3.5,2006,9,26
Hell's Kitchen (John Pellam  #3),William Jefferies/Jeffery Deaver,3.6,2002,2,7
Hellblazer: Setting Sun,Warren Ellis/Frank Teran/Tim Bradstreet/Javier Pulido/James Romberger/Marcelo Frusín,4.2,2004,10,1
Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald/Alexandra Boiger,4.24,2007,8,14
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,2006,5,2
Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,3.53,2007,5,7
Hellsing  Vol. 03 (Hellsing  #3),Kohta Hirano,4.37,2004,6,15
Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,4.28,2004,9,21
Hellstrom's Hive,Frank Herbert,3.69,1982,3,23
Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.9,2006,10,13
Hemingway vs. Fitzgerald,Scott Donaldson,3.85,2001,12,1
Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,2005,1,1
Hemingway: A Biography,Jeffrey Meyers,4.0,1999,5,7
Hemingway: The Paris Years,Michael S. Reynolds,4.17,1999,5,17
Hen's Teeth and Horse's Toes: Further Reflections in Natural History,Stephen Jay Gould,4.1,1994,4,17
Henri Rousseau: Jungles in Paris,Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory,4.06,2006,6,1
Henry Adams and the Making of America,Garry Wills,3.79,2005,9,14
Henry IV,Luigi Pirandello/Tom Stoppard,3.91,2005,7,11
Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,2005,1,1
Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,2006,1,1
Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,2006,12,1
Henry IV  part II,William Shakespeare,3.8,2005,4,26
Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,1964,2,1
Henry V,William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill,3.88,2004,6,22
Henry V,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Claire McEachern,3.88,1999,9,1
Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,3.54,2001,8,1
"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,1990,10,29
Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.9,1986,12,31
Her Highness  My Wife (Effingtons  #5),Victoria Alexander,3.66,2002,7,30
Her Last Temptation,Leslie Kelly,3.59,2005,5,31
Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,2006,2,28
Her Smoke Rose Up Forever,James Tiptree Jr.,4.21,2004,11,1
Herbert the Timid Dragon,Mercer Mayer,4.62,1991,7,1
Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,4.31,1998,12,1
Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,2001,9,1
Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,2001,11,5
Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,3.86,2006,9,26
Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,4.25,2007,3,1
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,1995,4,1
Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,2000,1,1
Here We All Are,Ram Dass/Richard Alpert,4.21,2005,12,15
Here on Earth,Alice Hoffman,3.69,1999,7,1
Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,1984,4,16
Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,1987,8,15
Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey/Duncan Wu,3.61,2003,9,18
Herman Melville: A Biography,Hershel Parker,4.22,2005,8,15
Herzog,Saul Bellow/Philip Roth,3.78,2003,2,25
Herzog on Herzog,Paul Cronin,4.45,2003,7,9
Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,2006,12,7
Hidden Agendas (Tom Clancy's Net Force  #2),Steve Perry/Tom Clancy/Steve Pieczenik,3.76,1999,10,28
Hidden Leaves (De Beers  #5),V.C. Andrews,3.87,2003,3,1
Hidden Talents (Talents  #1),David Lubar,3.94,2007,2,6
Hidden World,Graham Masterton,3.47,2003,3,1
Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,2007,1,30
Hide-and-Seek with Angels: The Life of J.M. Barrie,Lisa Chaney,3.91,2006,5,16
Hideaway,Dean Koontz,3.84,2005,7,5
High Fidelity,Nick Hornby,3.94,2000,3,1
High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,4.23,2004,4,18
High Rhulain (Redwall  #18),Brian Jacques/David Elliot,4.12,2005,9,22
Hijos de la medianoche,Salman Rushdie/Miguel Sáenz,3.98,2005,2,3
Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta/Takeshi Obata,4.28,2007,8,7
Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,4.1,2004,5,19
Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta/Takeshi Obata,4.26,2006,7,5
Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),Yumi Hotta/Takeshi Obata,4.22,2006,11,7
Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta/Takeshi Obata/Yukari Umezawa,4.27,2007,4,3
Hiroshima,John Hersey,3.97,1989,3,4
His Dark Materials,Nicholas Wright/Philip Pullman,4.02,2004,4,1
His Dark Materials (His Dark Materials  #1-3),Philip Pullman,4.26,2007,4,10
His Dark Materials Omnibus (His Dark Materials),Philip Pullman,4.26,2007,4,10
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,2001,11,16
His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,4.02,2005,4,1
His Excellency (Les Rougon-Macquart  #6),Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,3.7,2006,9,28
His Excellency: George Washington,Joseph J. Ellis,3.92,2005,11,8
His Majesty's Dragon (Temeraire  #1),Naomi Novik,4.05,2006,3,28
His Master's Voice,Stanisław Lem/Michael Kandel,4.11,1999,11,25
His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,5.0,2007,10,16
Historia de una Gaviota y del Gato Que le Enseñó a Volar,Luis Sepúlveda/Chris Sheban,4.14,2003,9,1
Historia del rey transparente,Rosa Montero,3.9,2006,9,1
Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,4.43,2002,8,1
Historical Metaphors and Mythical Realities: Structure in the Early History of the Sandwich Islands Kingdom,Marshall Sahlins,3.74,1981,3,16
